"COM";"Région";"Commune";"PTOT";"Médecin généraliste";"Masseur kinésithérapeute";"Pédicure-podologue";"Diététicien";"LIBGEO";"Boulodrome";"Tennis";"Athlétisme";"Plateaux et terrains de jeux extérieurs";"Salles spécialisées";"Terrains de grands jeux";"Salles de combat";"Salles de remise en forme";"Salles multisports (gymnase)"
"01004";"Auvergne-Rhône-Alpes";"Ambérieu-en-Bugey";"15240";"24";"24";"6";"2";"Ambérieu-en-Bugey";"4";"2";"2";"1";"5";"1";"2";"0";"5"
"01033";"Auvergne-Rhône-Alpes";"Valserhône";"16611";"12";"14";"5";"2";"Valserhône";"8";"2";"0";"8";"5";"4";"3";"4";"4"
"01143";"Auvergne-Rhône-Alpes";"Divonne-les-Bains";"10353";"9";"9";"5";"0";"Divonne-les-Bains";"1";"3";"1";"4";"1";"2";"1";"1";"1"
"01160";"Auvergne-Rhône-Alpes";"Ferney-Voltaire";"11093";"9";"10";"4";"2";"Ferney-Voltaire";"2";"1";"0";"4";"1";"1";"1";"0";"1"
"01173";"Auvergne-Rhône-Alpes";"Gex";"13391";"8";"6";"5";"1";"Gex";"1";"2";"0";"1";"2";"3";"0";"0";"3"
"01249";"Auvergne-Rhône-Alpes";"Miribel";"10375";"10";"9";"4";"0";"Miribel";"4";"2";"1";"3";"2";"5";"2";"0";"3"
"01354";"Auvergne-Rhône-Alpes";"Saint-Genis-Pouilly";"14764";"8";"6";"3";"2";"Saint-Genis-Pouilly";"1";"3";"2";"4";"1";"6";"1";"2";"1"
"02168";"Hauts-de-France";"Château-Thierry";"15513";"20";"12";"7";"2";"Château-Thierry";"3";"1";"3";"7";"1";"0";"3";"8";"5"
"02173";"Hauts-de-France";"Chauny";"11899";"9";"9";"1";"1";"Chauny";"1";"1";"1";"5";"3";"6";"1";"2";"4"
"02738";"Hauts-de-France";"Tergnier";"13646";"6";"9";"2";"0";"Tergnier";"7";"2";"2";"3";"1";"4";"2";"3";"3"
"02810";"Hauts-de-France";"Villers-Cotterêts";"10869";"8";"8";"4";"2";"Villers-Cotterêts";"7";"2";"2";"3";"0";"3";"2";"1";"4"
"03095";"Auvergne-Rhône-Alpes";"Cusset";"13371";"12";"24";"7";"1";"Cusset";"2";"1";"2";"4";"1";"4";"1";"1";"5"
"03190";"Auvergne-Rhône-Alpes";"Moulins";"19869";"30";"21";"9";"3";"Moulins";"2";"1";"1";"0";"6";"3";"4";"3";"8"
"03321";"Auvergne-Rhône-Alpes";"Yzeure";"13122";"5";"18";"3";"2";"Yzeure";"4";"4";"1";"3";"3";"6";"1";"3";"5"
"04070";"Provence-Alpes-Côte d'Azur";"Digne-les-Bains";"18124";"22";"36";"7";"3";"Digne-les-Bains";"3";"2";"2";"10";"7";"6";"1";"1";"5"
"05023";"Provence-Alpes-Côte d'Azur";"Briançon";"10875";"15";"51";"4";"2";"Briançon";"2";"1";"2";"4";"3";"1";"1";"4";"3"
"06012";"Provence-Alpes-Côte d'Azur";"Beausoleil";"12796";"27";"46";"6";"2";"Beausoleil";"4";"1";"1";"0";"1";"1";"2";"0";"3"
"06018";"Provence-Alpes-Côte d'Azur";"Biot";"10189";"9";"27";"1";"2";"Biot";"2";"1";"0";"2";"0";"1";"1";"0";"1"
"06033";"Provence-Alpes-Côte d'Azur";"Carros";"13419";"6";"20";"1";"2";"Carros";"4";"1";"1";"6";"1";"1";"1";"0";"2"
"06084";"Provence-Alpes-Côte d'Azur";"Mouans-Sartoux";"10720";"13";"25";"2";"3";"Mouans-Sartoux";"1";"1";"2";"3";"2";"1";"1";"1";"1"
"06104";"Provence-Alpes-Côte d'Azur";"Roquebrune-Cap-Martin";"12535";"12";"20";"4";"2";"Roquebrune-Cap-Martin";"6";"1";"0";"4";"2";"1";"0";"1";"1"
"06149";"Provence-Alpes-Côte d'Azur";"La Trinité";"10344";"13";"22";"1";"1";"La Trinité";"2";"0";"0";"4";"1";"4";"0";"0";"1"
"06152";"Provence-Alpes-Côte d'Azur";"Valbonne";"13164";"25";"38";"2";"1";"Valbonne";"1";"3";"1";"3";"4";"3";"2";"0";"1"
"06157";"Provence-Alpes-Côte d'Azur";"Vence";"19678";"22";"42";"7";"4";"Vence";"3";"2";"1";"4";"1";"1";"2";"0";"1"
"06161";"Provence-Alpes-Côte d'Azur";"Villeneuve-Loubet";"16995";"11";"27";"3";"2";"Villeneuve-Loubet";"2";"0";"1";"2";"2";"3";"1";"4";"1"
"07010";"Auvergne-Rhône-Alpes";"Annonay";"17439";"15";"10";"4";"3";"Annonay";"4";"2";"2";"7";"4";"3";"2";"0";"4"
"07019";"Auvergne-Rhône-Alpes";"Aubenas";"13140";"12";"19";"7";"4";"Aubenas";"1";"1";"1";"2";"5";"2";"1";"0";"4"
"07102";"Auvergne-Rhône-Alpes";"Guilherand-Granges";"11389";"19";"17";"6";"2";"Guilherand-Granges";"2";"3";"1";"3";"2";"3";"2";"0";"2"
"07324";"Auvergne-Rhône-Alpes";"Tournon-sur-Rhône";"11769";"7";"15";"3";"0";"Tournon-sur-Rhône";"1";"1";"1";"1";"2";"2";"2";"0";"2"
"08409";"Grand Est";"Sedan";"16941";"14";"19";"5";"3";"Sedan";"2";"2";"1";"5";"2";"4";"6";"6";"8"
"09225";"Occitanie";"Pamiers";"16907";"15";"19";"9";"1";"Pamiers";"2";"2";"3";"6";"2";"5";"1";"2";"10"
"10081";"Grand Est";"La Chapelle-Saint-Luc";"12374";"14";"4";"2";"0";"La Chapelle-Saint-Luc";"1";"2";"3";"7";"4";"6";"2";"1";"5"
"10323";"Grand Est";"Romilly-sur-Seine";"15081";"8";"11";"5";"2";"Romilly-sur-Seine";"1";"2";"2";"4";"5";"3";"3";"3";"4"
"10333";"Grand Est";"Saint-André-les-Vergers";"12952";"10";"10";"5";"2";"Saint-André-les-Vergers";"0";"1";"1";"0";"3";"3";"1";"2";"1"
"10362";"Grand Est";"Sainte-Savine";"10855";"6";"15";"2";"1";"Sainte-Savine";"1";"1";"1";"0";"3";"1";"1";"1";"3"
"11076";"Occitanie";"Castelnaudary";"12974";"11";"23";"5";"3";"Castelnaudary";"3";"2";"2";"3";"3";"3";"3";"4";"3"
"11203";"Occitanie";"Lézignan-Corbières";"11167";"7";"20";"7";"2";"Lézignan-Corbières";"2";"2";"2";"3";"3";"4";"4";"3";"4"
"11206";"Occitanie";"Limoux";"10750";"13";"20";"4";"3";"Limoux";"5";"2";"1";"4";"5";"4";"4";"5";"2"
"12176";"Occitanie";"Onet-le-Château";"12468";"4";"15";"2";"1";"Onet-le-Château";"4";"6";"2";"5";"4";"5";"3";"1";"3"
"12300";"Occitanie";"Villefranche-de-Rouergue";"12207";"11";"10";"6";"3";"Villefranche-de-Rouergue";"2";"2";"1";"2";"2";"4";"0";"4";"2"
"13007";"Provence-Alpes-Côte d'Azur";"Auriol";"12990";"11";"20";"2";"3";"Auriol";"2";"1";"0";"2";"1";"1";"2";"1";"1"
"13014";"Provence-Alpes-Côte d'Azur";"Berre-l'Étang";"13983";"9";"8";"1";"0";"Berre-l'Étang";"2";"2";"1";"5";"2";"5";"1";"0";"2"
"13015";"Provence-Alpes-Côte d'Azur";"Bouc-Bel-Air";"15501";"18";"38";"6";"1";"Bouc-Bel-Air";"0";"2";"0";"3";"3";"1";"1";"1";"3"
"13019";"Provence-Alpes-Côte d'Azur";"Cabriès";"10399";"8";"22";"3";"2";"Cabriès";"2";"3";"1";"2";"3";"1";"1";"1";"1"
"13026";"Provence-Alpes-Côte d'Azur";"Châteauneuf-les-Martigues";"17986";"10";"22";"4";"0";"Châteauneuf-les-Martigues";"2";"3";"1";"3";"3";"3";"1";"1";"4"
"13027";"Provence-Alpes-Côte d'Azur";"Châteaurenard";"16925";"11";"16";"3";"2";"Châteaurenard";"1";"1";"1";"3";"3";"3";"1";"3";"1"
"13039";"Provence-Alpes-Côte d'Azur";"Fos-sur-Mer";"15658";"16";"11";"4";"1";"Fos-sur-Mer";"5";"3";"1";"7";"0";"5";"2";"3";"4"
"13040";"Provence-Alpes-Côte d'Azur";"Fuveau";"10315";"10";"19";"2";"5";"Fuveau";"1";"3";"0";"3";"2";"1";"2";"1";"1"
"13043";"Provence-Alpes-Côte d'Azur";"Gignac-la-Nerthe";"10179";"9";"9";"2";"1";"Gignac-la-Nerthe";"1";"1";"0";"1";"2";"1";"2";"1";"2"
"13050";"Provence-Alpes-Côte d'Azur";"Lambesc";"10245";"10";"19";"2";"1";"Lambesc";"1";"1";"0";"2";"1";"2";"1";"0";"1"
"13069";"Provence-Alpes-Côte d'Azur";"Pélissanne";"10797";"8";"17";"3";"3";"Pélissanne";"1";"2";"1";"1";"0";"3";"0";"1";"1"
"13075";"Provence-Alpes-Côte d'Azur";"Plan-de-Cuques";"11483";"11";"22";"5";"0";"Plan-de-Cuques";"0";"1";"0";"1";"1";"3";"2";"2";"1"
"13077";"Provence-Alpes-Côte d'Azur";"Port-de-Bouc";"16276";"11";"8";"1";"1";"Port-de-Bouc";"1";"2";"1";"1";"1";"4";"2";"1";"6"
"13081";"Provence-Alpes-Côte d'Azur";"Rognac";"12287";"8";"18";"4";"0";"Rognac";"3";"2";"1";"7";"2";"4";"2";"1";"3"
"13097";"Provence-Alpes-Côte d'Azur";"Saint-Martin-de-Crau";"14027";"11";"8";"2";"3";"Saint-Martin-de-Crau";"1";"1";"1";"6";"4";"3";"1";"0";"5"
"13106";"Provence-Alpes-Côte d'Azur";"Septèmes-les-Vallons";"11812";"13";"26";"5";"0";"Septèmes-les-Vallons";"2";"3";"2";"5";"1";"2";"1";"1";"0"
"13108";"Provence-Alpes-Côte d'Azur";"Tarascon";"15562";"3";"16";"3";"1";"Tarascon";"1";"2";"2";"2";"2";"5";"3";"1";"3"
"13110";"Provence-Alpes-Côte d'Azur";"Trets";"10865";"15";"24";"3";"3";"Trets";"1";"2";"0";"1";"2";"2";"2";"1";"2"
"14047";"Normandie";"Bayeux";"13108";"20";"19";"6";"4";"Bayeux";"1";"1";"2";"3";"1";"5";"1";"1";"3"
"14341";"Normandie";"Ifs";"12217";"10";"9";"4";"0";"Ifs";"3";"1";"0";"3";"2";"5";"2";"0";"4"
"14437";"Normandie";"Mondeville";"10301";"10";"13";"4";"2";"Mondeville";"2";"3";"3";"8";"3";"7";"1";"3";"3"
"14762";"Normandie";"Vire Normandie";"17936";"17";"15";"3";"2";"Vire Normandie";"5";"3";"2";"3";"3";"12";"3";"1";"6"
"16102";"Nouvelle-Aquitaine";"Cognac";"18851";"15";"20";"3";"2";"Cognac";"2";"1";"3";"10";"4";"5";"4";"1";"5"
"16374";"Nouvelle-Aquitaine";"Soyaux";"10310";"3";"11";"5";"1";"Soyaux";"2";"1";"1";"4";"1";"6";"1";"0";"4"
"17306";"Nouvelle-Aquitaine";"Royan";"19568";"30";"34";"10";"6";"Royan";"3";"3";"2";"3";"5";"3";"3";"3";"7"
"19272";"Nouvelle-Aquitaine";"Tulle";"14653";"14";"17";"4";"2";"Tulle";"4";"2";"2";"5";"3";"3";"1";"6";"6"
"21166";"Bourgogne-Franche-Comté";"Chenôve";"14612";"49";"24";"4";"2";"Chenôve";"1";"1";"2";"9";"3";"3";"1";"3";"5"
"21171";"Bourgogne-Franche-Comté";"Chevigny-Saint-Sauveur";"11158";"12";"17";"4";"0";"Chevigny-Saint-Sauveur";"1";"3";"0";"6";"2";"2";"3";"1";"3"
"21617";"Bourgogne-Franche-Comté";"Talant";"12107";"13";"29";"3";"0";"Talant";"1";"3";"0";"2";"1";"2";"1";"1";"2"
"22050";"Bretagne";"Dinan";"15231";"12";"22";"7";"1";"Dinan";"1";"3";"2";"2";"2";"6";"1";"1";"5"
"22093";"Bretagne";"Lamballe-Armor";"17327";"15";"22";"7";"3";"Lamballe-Armor";"10";"3";"3";"5";"3";"11";"4";"3";"7"
"22136";"Bretagne";"Loudéac";"10084";"7";"8";"3";"0";"Loudéac";"3";"3";"2";"2";"3";"4";"2";"1";"4"
"22187";"Bretagne";"Plérin";"15189";"16";"28";"6";"1";"Plérin";"9";"2";"1";"5";"2";"2";"2";"5";"3"
"22215";"Bretagne";"Ploufragan";"11701";"7";"10";"2";"0";"Ploufragan";"3";"2";"1";"6";"6";"6";"1";"2";"5"
"23096";"Nouvelle-Aquitaine";"Guéret";"13453";"12";"13";"4";"1";"Guéret";"4";"3";"3";"9";"4";"7";"1";"3";"6"
"24053";"Nouvelle-Aquitaine";"Boulazac Isle Manoire";"11044";"8";"11";"1";"0";"Boulazac Isle Manoire";"2";"2";"1";"5";"3";"6";"2";"1";"2"
"25031";"Bourgogne-Franche-Comté";"Audincourt";"14179";"14";"12";"3";"0";"Audincourt";"1";"1";"2";"0";"5";"5";"2";"3";"4"
"25462";"Bourgogne-Franche-Comté";"Pontarlier";"18716";"18";"32";"8";"2";"Pontarlier";"3";"1";"2";"7";"4";"7";"3";"0";"9"
"25580";"Bourgogne-Franche-Comté";"Valentigney";"10956";"8";"2";"1";"0";"Valentigney";"1";"1";"0";"4";"3";"3";"2";"1";"5"
"26235";"Auvergne-Rhône-Alpes";"Pierrelatte";"14056";"7";"9";"2";"2";"Pierrelatte";"2";"1";"2";"3";"2";"4";"2";"1";"5"
"26252";"Auvergne-Rhône-Alpes";"Portes-lès-Valence";"10583";"6";"16";"2";"1";"Portes-lès-Valence";"3";"1";"0";"4";"4";"1";"2";"2";"2"
"27284";"Normandie";"Gisors";"12117";"11";"12";"6";"1";"Gisors";"2";"1";"1";"2";"1";"3";"2";"1";"3"
"27375";"Normandie";"Louviers";"18724";"15";"7";"4";"1";"Louviers";"2";"0";"1";"7";"2";"2";"2";"3";"6"
"27467";"Normandie";"Pont-Audemer";"10110";"14";"15";"3";"2";"Pont-Audemer";"2";"1";"1";"1";"2";"3";"2";"4";"4"
"27701";"Normandie";"Val-de-Reuil";"12930";"10";"1";"1";"1";"Val-de-Reuil";"4";"1";"4";"6";"2";"5";"2";"1";"5"
"28088";"Centre-Val de Loire";"Châteaudun";"13224";"8";"10";"5";"2";"Châteaudun";"4";"4";"3";"7";"5";"4";"3";"3";"3"
"28218";"Centre-Val de Loire";"Lucé";"15782";"13";"5";"7";"1";"Lucé";"2";"1";"1";"6";"3";"5";"1";"0";"4"
"28229";"Centre-Val de Loire";"Mainvilliers";"11293";"13";"9";"2";"2";"Mainvilliers";"2";"2";"4";"6";"0";"3";"1";"1";"2"
"28404";"Centre-Val de Loire";"Vernouillet";"12615";"6";"3";"1";"1";"Vernouillet";"1";"2";"3";"4";"2";"2";"1";"2";"2"
"29046";"Bretagne";"Douarnenez";"14560";"21";"15";"5";"0";"Douarnenez";"2";"2";"1";"2";"3";"5";"2";"5";"4"
"29058";"Bretagne";"Fouesnant";"10597";"16";"17";"5";"1";"Fouesnant";"2";"4";"1";"3";"3";"2";"1";"2";"2"
"29075";"Bretagne";"Guipavas";"15823";"15";"19";"6";"0";"Guipavas";"2";"0";"3";"7";"4";"4";"1";"0";"4"
"29103";"Bretagne";"Landerneau";"16819";"18";"26";"6";"1";"Landerneau";"1";"1";"3";"6";"1";"5";"1";"1";"9"
"29151";"Bretagne";"Morlaix";"15370";"15";"22";"8";"2";"Morlaix";"3";"1";"1";"4";"2";"7";"2";"2";"3"
"29189";"Bretagne";"Plougastel-Daoulas";"13807";"15";"17";"4";"1";"Plougastel-Daoulas";"1";"2";"1";"2";"3";"3";"1";"1";"3"
"29212";"Bretagne";"Plouzané";"13747";"9";"7";"2";"1";"Plouzané";"1";"2";"2";"3";"3";"9";"1";"2";"4"
"29233";"Bretagne";"Quimperlé";"12782";"15";"25";"5";"1";"Quimperlé";"4";"1";"2";"6";"3";"5";"1";"2";"3"
"29235";"Bretagne";"Le Relecq-Kerhuon";"12007";"10";"24";"3";"1";"Le Relecq-Kerhuon";"1";"1";"1";"2";"3";"3";"0";"1";"4"
"2A247";"Corse";"Porto-Vecchio";"11382";"10";"38";"6";"4";"Porto-Vecchio";"0";"2";"1";"2";"2";"2";"2";"0";"3"
"30028";"Occitanie";"Bagnols-sur-Cèze";"18599";"19";"24";"7";"3";"Bagnols-sur-Cèze";"3";"2";"1";"4";"8";"4";"5";"3";"5"
"30032";"Occitanie";"Beaucaire";"15836";"11";"16";"3";"1";"Beaucaire";"1";"1";"1";"3";"2";"3";"1";"4";"1"
"30202";"Occitanie";"Pont-Saint-Esprit";"10781";"5";"6";"5";"2";"Pont-Saint-Esprit";"1";"1";"1";"3";"2";"3";"1";"1";"2"
"30258";"Occitanie";"Saint-Gilles";"14391";"8";"7";"1";"1";"Saint-Gilles";"1";"1";"1";"4";"1";"3";"1";"0";"3"
"30341";"Occitanie";"Vauvert";"11877";"9";"20";"3";"2";"Vauvert";"2";"2";"1";"5";"2";"3";"2";"1";"2"
"30351";"Occitanie";"Villeneuve-lès-Avignon";"12967";"13";"12";"3";"4";"Villeneuve-lès-Avignon";"2";"3";"1";"2";"4";"2";"2";"2";"2"
"31033";"Occitanie";"Auterive";"10259";"10";"15";"6";"2";"Auterive";"1";"1";"2";"2";"2";"4";"2";"1";"3"
"31044";"Occitanie";"Balma";"17677";"23";"51";"8";"7";"Balma";"3";"3";"1";"8";"2";"4";"3";"6";"3"
"31113";"Occitanie";"Castanet-Tolosan";"15128";"19";"41";"4";"5";"Castanet-Tolosan";"1";"1";"0";"2";"3";"3";"1";"1";"2"
"31116";"Occitanie";"Castelginest";"10995";"12";"14";"4";"0";"Castelginest";"2";"2";"1";"1";"1";"2";"1";"0";"1"
"31187";"Occitanie";"Fonsorbes";"12890";"6";"8";"3";"2";"Fonsorbes";"3";"2";"1";"4";"3";"5";"1";"1";"2"
"31446";"Occitanie";"Ramonville-Saint-Agne";"15212";"17";"24";"4";"2";"Ramonville-Saint-Agne";"2";"1";"1";"1";"1";"1";"2";"1";"2"
"31483";"Occitanie";"Saint-Gaudens";"12171";"14";"21";"5";"5";"Saint-Gaudens";"1";"1";"1";"2";"3";"3";"3";"4";"4"
"31488";"Occitanie";"Saint-Jean";"11409";"29";"60";"4";"3";"Saint-Jean";"2";"2";"0";"2";"2";"2";"1";"1";"2"
"31506";"Occitanie";"Saint-Orens-de-Gameville";"14022";"19";"45";"5";"5";"Saint-Orens-de-Gameville";"3";"2";"0";"1";"4";"4";"2";"4";"4"
"31561";"Occitanie";"L'Union";"12546";"16";"34";"6";"4";"L'Union";"8";"1";"1";"4";"4";"3";"1";"6";"2"
"31588";"Occitanie";"Villeneuve-Tolosane";"10499";"8";"20";"2";"2";"Villeneuve-Tolosane";"1";"1";"0";"4";"3";"1";"1";"0";"2"
"33003";"Nouvelle-Aquitaine";"Ambarès-et-Lagrave";"16963";"16";"17";"4";"1";"Ambarès-et-Lagrave";"3";"1";"1";"5";"2";"3";"1";"2";"4"
"33005";"Nouvelle-Aquitaine";"Andernos-les-Bains";"12746";"17";"31";"7";"1";"Andernos-les-Bains";"3";"1";"2";"3";"3";"2";"1";"0";"2"
"33009";"Nouvelle-Aquitaine";"Arcachon";"11579";"28";"28";"11";"1";"Arcachon";"0";"1";"2";"1";"1";"3";"0";"2";"4"
"33051";"Nouvelle-Aquitaine";"Biganos";"11232";"78";"18";"6";"1";"Biganos";"1";"2";"0";"0";"3";"2";"1";"1";"1"
"33056";"Nouvelle-Aquitaine";"Blanquefort";"16636";"12";"25";"6";"2";"Blanquefort";"2";"1";"2";"5";"1";"2";"2";"0";"4"
"33122";"Nouvelle-Aquitaine";"Cestas";"17070";"17";"39";"11";"3";"Cestas";"0";"1";"1";"1";"1";"5";"1";"0";"1"
"33167";"Nouvelle-Aquitaine";"Floirac";"17877";"29";"32";"6";"1";"Floirac";"2";"2";"1";"4";"1";"4";"2";"0";"3"
"33200";"Nouvelle-Aquitaine";"Le Haillan";"11759";"6";"20";"4";"2";"Le Haillan";"1";"2";"1";"2";"2";"2";"1";"0";"3"
"33238";"Nouvelle-Aquitaine";"Léognan";"10864";"10";"19";"4";"1";"Léognan";"2";"2";"1";"2";"3";"3";"2";"1";"2"
"33284";"Nouvelle-Aquitaine";"Mios";"11659";"4";"10";"3";"0";"Mios";"1";"2";"0";"1";"2";"1";"1";"0";"1"
"33312";"Nouvelle-Aquitaine";"Parempuyre";"10244";"6";"13";"3";"0";"Parempuyre";"1";"1";"0";"1";"1";"1";"1";"0";"1"
"33366";"Nouvelle-Aquitaine";"Saint-André-de-Cubzac";"13039";"16";"19";"6";"0";"Saint-André-de-Cubzac";"2";"1";"1";"1";"3";"3";"1";"0";"2"
"33433";"Nouvelle-Aquitaine";"Saint-Loubès";"10113";"6";"8";"5";"1";"Saint-Loubès";"0";"1";"1";"1";"1";"2";"1";"0";"2"
"33519";"Nouvelle-Aquitaine";"Le Taillan-Médoc";"10882";"11";"21";"2";"0";"Le Taillan-Médoc";"0";"1";"0";"1";"1";"3";"1";"1";"2"
"34123";"Occitanie";"Juvignac";"12890";"14";"49";"4";"4";"Juvignac";"1";"2";"0";"1";"0";"2";"0";"1";"1"
"34129";"Occitanie";"Lattes";"17775";"28";"69";"7";"5";"Lattes";"2";"3";"0";"5";"3";"4";"2";"5";"5"
